language	compound	folder	images	sentence	type pred
Georgian	მწვანე შუქი	მწვანე შუქი	['73158534726.png', '12413273685.png', '72670356499.png', '89822111261.png', '21187537774.png']		
Georgian	ქულების დაგროვება	ქულების დაგროვება	['21249002746.png', '19744036760.png', '19165502738.png', '60482504016.png', '88204773205.png']	გაიმარტივე ქულების დაგროვება ონლაინ შოპინგისას.	
Georgian	ქულების დაგროვება	ქულების დაგროვება	['21249002746.png', '19744036760.png', '19165502738.png', '60482504016.png', '88204773205.png']	ის ქულებს აგროვებს ვან გოგის მკვლელობაზე, 11 სექტემბერზე, პიმ ფორტოინის მკვლელობაზე - ფორტოინი პირველი პოლიტიკოსი იყო, რომელმაც ეს საკითხი წამოჭრა.	
Georgian	ქულების დაგროვება	ქულების დაგროვება	['21249002746.png', '19744036760.png', '19165502738.png', '60482504016.png', '88204773205.png']	ფაქტია, რომ MIT მეთოდოლოგიის ყველა საზომში უმაღლეს ქულებს აგროვებს.	
Georgian	ქულების დაგროვება	ქულების დაგროვება	['21249002746.png', '19744036760.png', '19165502738.png', '60482504016.png', '88204773205.png']	ქულების დაგროვება მარტივია — უბრალოდ გამოიყენე შენი საქართველოს ბანკის ბარათი.	
Georgian	ნაპირზე ამოგდებული თევზივით	ნაპირზე ამოგდებული თევზივით	['76336598009.png', '77523429710.png', '61707628475.png', '50283915191.png', '99309781430.png']		
Georgian	აგურის კედელი	აგურის კედელი	['80027291049.png', '12457309843.png', '91000530465.png', '42062397530.png', '65501674356.png']	აგურის კედელი ლამაზად გამოიყურება თითქმის ყველა ოთახში – მისაღებში, სამზარეულოში, საძინებელ ოთახში და სააბაზანოშიც კი.	
Georgian	აგურის კედელი	აგურის კედელი	['80027291049.png', '12457309843.png', '91000530465.png', '42062397530.png', '65501674356.png']	ინტერიერის დიზაინის რომელ სტილში „ჯდება“ ყველაზე კარგად აგურის კედელი?	
Georgian	აგურის კედელი	აგურის კედელი	['80027291049.png', '12457309843.png', '91000530465.png', '42062397530.png', '65501674356.png']	რაც რომ ვთარგმნოთ, ნიშნავს, აგურის კედელს ეჯახებითო, ყრუ კედელს ეჯახებითო.	
Georgian	აგურის კედელი	აგურის კედელი	['80027291049.png', '12457309843.png', '91000530465.png', '42062397530.png', '65501674356.png']	„ეს იგივეა, თავს აგურის კედელს ურტყამდე“ - ასე აღწერეთ ეს ყველაფერი.	
Georgian	მოჩვენებათა ქალაქი	მოჩვენებათა ქალაქი	['32871986270.png', '97875729667.png', '26979500240.png', '94334504312.png', '41003600861.png']		
Georgian	საიდუმლო ოპერაცია	საიდუმლო ოპერაცია	['42387924792.png', '43787198645.png', '88340722536.png', '42684009231.png', '33148234057.png']	ეს ერთი და მეორე, გაუგებარია გამუდმებით მითითება, თითქოს მიმდინარეობს რაღაც საიდუმლო ოპერაცია, რომელიც საქართველოზე რუსეთის თავდასხმით დასრულდება.	
Georgian	საიდუმლო ოპერაცია	საიდუმლო ოპერაცია	['42387924792.png', '43787198645.png', '88340722536.png', '42684009231.png', '33148234057.png']	ისრაელის დაზვერვამ ბრწყინვალედ ჩაატარა სამი საიდუმლო ოპერაცია, იუწყება ჟურნალისტი ამიტ სეგალი უსაფრთხოების სამსახურის წყაროზე დაყრდნობით.	
Georgian	საიდუმლო ოპერაცია	საიდუმლო ოპერაცია	['42387924792.png', '43787198645.png', '88340722536.png', '42684009231.png', '33148234057.png']	საიდუმლო ოპერაცია ეწოდება ისეთ სამხედრო ოპერაციას ან დაზვერვას, რომელიც ისეა შესრულებული, რომ ოპერაციის ჩატარების ფაქტი, საზოგადოებისთვის უცნობი რჩება.	
Georgian	საიდუმლო ოპერაცია	საიდუმლო ოპერაცია	['42387924792.png', '43787198645.png', '88340722536.png', '42684009231.png', '33148234057.png']	"საიდუმლო ოპერაცია ""პროექტი ალფა"", ანუ როგორ მოიპარეს ამერიკელებმა თბილისური ""იაკი"" - კვირის პალიტრა."	
Georgian	ბიოლოგიური საათი	ბიოლოგიური საათი	['81871215097.png', '58154352581.png', '76598181126.png', '39157871623.png', '64120829959.png']	ბიოლოგიური საათი უნდა შეეგუოს ახალ გარემოს.	
Georgian	ბიოლოგიური საათი	ბიოლოგიური საათი	['81871215097.png', '58154352581.png', '76598181126.png', '39157871623.png', '64120829959.png']	ეს არის ადამიანის შინაგანი ბიოლოგიური საათი.	
Georgian	ბიოლოგიური საათი	ბიოლოგიური საათი	['81871215097.png', '58154352581.png', '76598181126.png', '39157871623.png', '64120829959.png']	მერე, არ შეიძლება ეს “ბიოლოგიური საათი” უკან შევატრიალოთ?!	
Georgian	ბიოლოგიური საათი	ბიოლოგიური საათი	['81871215097.png', '58154352581.png', '76598181126.png', '39157871623.png', '64120829959.png']	ყოველ შემთხვევაში, ჩვენი ბიოლოგიური საათი ჯერ მძიმე სამუშაო დღის დასრულებასაც ვერ გრძნობს.	
Georgian	ნიანგის ცრემლები	ნიანგის ცრემლები	['50669665189.png', '72484201535.png', '11814375186.png', '12025584067.png', '44291113214.png']		
Georgian	საყრდენი ქვა	საყრდენი ქვა	['77721134612.png', '25846663495.png', '92043919701.png', '43178842611.png', '95561842239.png']	ალჟირი ჩრდილოეთ აფრიკაში სტაბილურობის საყრდენი ქვაა.	
Georgian	საყრდენი ქვა	საყრდენი ქვა	['77721134612.png', '25846663495.png', '92043919701.png', '43178842611.png', '95561842239.png']	ეს კრებული შეიცავს პლატონის კლასიკურ დიალოგებს, რომლებიც დასავლეთის ფილოსოფიის საყრდენი ქვაა.	
Georgian	საყრდენი ქვა	საყრდენი ქვა	['77721134612.png', '25846663495.png', '92043919701.png', '43178842611.png', '95561842239.png']	საინტერესოა აღინიშნოს, რომ ორი საყრდენი ქვა, როგორც ჩანს, ცოტა მოკლე იყო და მათზე დაახლოებით თავის ზომის ლოდის დადებამ „დაეხმარა“.	
Georgian	საყრდენი ქვა	საყრდენი ქვა	['77721134612.png', '25846663495.png', '92043919701.png', '43178842611.png', '95561842239.png']	ჩვენი საყრდენი ქვა ბუნებრივი და ფერადია.	
Georgian	ეშმაკის ადვოკატი	ეშმაკის ადვოკატი	['11936211151.png', '87557359724.png', '48107926872.png', '11385704984.png', '73039236238.png']	"არსებობდა თუ არა რეალურად პროფესია ""ეშმაკის ადვოკატი"""	
Georgian	ეშმაკის ადვოკატი	ეშმაკის ადვოკატი	['11936211151.png', '87557359724.png', '48107926872.png', '11385704984.png', '73039236238.png']	ასტროლოგები დარწმუნებულები არიან, რომ ზოდიაქოს მხოლოდ ერთი ნიშანი არსებობს, რომელსაც შეიძლება ეწოდოს ეშმაკის ადვოკატი.	
Georgian	ეშმაკის ადვოკატი	ეშმაკის ადვოკატი	['11936211151.png', '87557359724.png', '48107926872.png', '11385704984.png', '73039236238.png']	ეშმაკის ადვოკატი ანუ პოლიტიკური ეგზორციზმი ქართულად.	
Georgian	ეშმაკის ადვოკატი	ეშმაკის ადვოკატი	['11936211151.png', '87557359724.png', '48107926872.png', '11385704984.png', '73039236238.png']	"“ეშმაკის ადვოკატი პროკურორია""."	
Georgian	დილის ჩიტი	დილის ჩიტი	['61782682267.png', '90346859690.png', '90845862955.png', '17633458115.png', '19018941650.png']		
Georgian	უარის ტყორცნა	უარის ტყორცნა	['99437486520.png', '89025787025.png', '85534787216.png', '91485589857.png', '56170997667.png']		
Georgian	ხარივით მუშა	ხარივით მუშა	['75553501904.png', '26643305705.png', '74232779278.png', '57833599501.png', '13235339634.png']	მაგრამ ხარივით მუშა და გამძლეა.	
Georgian	კეთილი სამარიტელი	კეთილი სამარიტელი	['69409302563.png', '29296878009.png', '88721036650.png', '73385399372.png', '33251003393.png']		
Georgian	აკადემიის ჯილდო	აკადემიის ჯილდო	['14159069524.png', '71161987570.png', '79596910426.png', '91663863680.png', '59016261066.png']	აკადემიის ჯილდო — ასევე ცნობილი, როგორც ოსკარი — კინოსამყაროში ყველაზე დიდ აღიარებად ითვლება.	
Georgian	აკადემიის ჯილდო	აკადემიის ჯილდო	['14159069524.png', '71161987570.png', '79596910426.png', '91663863680.png', '59016261066.png']	სალომე ჯაშს ბერლინის ხელოვნების აკადემიის ჯილდო გადაეცემა.	
Georgian	აკადემიის ჯილდო	აკადემიის ჯილდო	['14159069524.png', '71161987570.png', '79596910426.png', '91663863680.png', '59016261066.png']	ქართველმა კინოდოკუმენტალისტმა ბერლინის ხელოვნების აკადემიის ჯილდო კატეგორიაში – კინო და მედიახელოვნება მოიპოვა.	
Georgian	აკადემიის ჯილდო	აკადემიის ჯილდო	['14159069524.png', '71161987570.png', '79596910426.png', '91663863680.png', '59016261066.png']	შეგახსენებთ, რომ საუკეთესო მამაკაცის როლის შესრულებისთვის აკადემიის ჯილდო გადაეცა ხოაკინ ფენიქსს, ფილმ ჯოკერში შესრულებული მთავარი როლისთვის.	
Georgian	ბოლო წერტილი	ბოლო წერტილი	['21773469784.png', '56076090717.png', '71099139924.png', '61953800982.png', '51922182291.png']		
Georgian	ჯაჭვური რეაქცია	ჯაჭვური რეაქცია	['64779865205.png', '45651648874.png', '56791737129.png', '82944598487.png', '26899740009.png']	მისი თქმით, ჩინეთი, როგორც ჩანს იყენებს „ნულოვანი სიმძლავრის“ მეთოდებს, რომელთა დროსაც არ ხდება რეალური ატომური აფეთქება - ჯაჭვური რეაქცია.	
Georgian	ჯაჭვური რეაქცია	ჯაჭვური რეაქცია	['64779865205.png', '45651648874.png', '56791737129.png', '82944598487.png', '26899740009.png']	პოლიმერაზული ჯაჭვური რეაქცია (PCR) არის ბიოქიმიური ტექნოლოგია მოლეკულლურ ბიოლოგიაში, ის ახდენს დნმ-ის ფრაგმენტების ერთი ან რამდენიმე ასლის ამფლიკაციას მრავალი ჯერადობით, და ქმნის დნმ-ის თანმიმდევრობების მილიონამდე ასლს.	
Georgian	ჯაჭვური რეაქცია	ჯაჭვური რეაქცია	['64779865205.png', '45651648874.png', '56791737129.png', '82944598487.png', '26899740009.png']	– რაც ხდება, ამ ყველაფერს ჯაჭვური რეაქცია ეწოდება.	
Georgian	ჯაჭვური რეაქცია	ჯაჭვური რეაქცია	['64779865205.png', '45651648874.png', '56791737129.png', '82944598487.png', '26899740009.png']	“გომურთან დაკავშირებით სისტემა თავს იცავს, ჯაჭვური რეაქცია რომ არ დაიწყოს”- გია ხუხაშვილი.	
Georgian	დიდი მოთამაშე	დიდი მოთამაშე	['94074678561.png', '29095611374.png', '74070817271.png', '93154424147.png', '76367116350.png']	NBA-ს კიდევ ორი დიდი მოთამაშე დაემშვიდობა.	
Georgian	დიდი მოთამაშე	დიდი მოთამაშე	['94074678561.png', '29095611374.png', '74070817271.png', '93154424147.png', '76367116350.png']	გახდება თუ არა სილკნეტი კომუნიკაციის ბაზრის ყველაზე დიდი მოთამაშე	
Georgian	დიდი მოთამაშე	დიდი მოთამაშე	['94074678561.png', '29095611374.png', '74070817271.png', '93154424147.png', '76367116350.png']	თუმცა, აღსანიშნავია, რომ ნავთობის ინდუსტრიის ყველაზე დიდი მოთამაშე ამერიკული კომპანია არ არის.	
Georgian	დიდი მოთამაშე	დიდი მოთამაშე	['94074678561.png', '29095611374.png', '74070817271.png', '93154424147.png', '76367116350.png']	რა ხდება „სამ ლომთან“? დიდი მოთამაშე ტოვებს ეროვნულ გუნდს.	
Georgian	ქვის გული	ქვის გული	['24947286194.png', '16207126308.png', '48070076479.png', '83101243409.png', '89534359096.png']		
Georgian	თაფლის ხაფანგი	თაფლის ხაფანგი	['57526606594.png', '25271577375.png', '89123953860.png', '68554419426.png', '44968183841.png']		
Georgian	განტევების ვაცი	განტევების ვაცი	['27008670665.png', '18947485375.png', '99828094810.png', '52028197505.png', '21120358603.png']		
Georgian	ყველაფრის ექსპერტი	ყველაფრის ექსპერტი	['97989166380.png', '93926519452.png', '36621236383.png', '22851393226.png', '67321905224.png']	ორ ათწლეულზე მეტია, რაც მექანიკური დამუშავების ინდუსტრიაში ვარ ჩართული და, მიუხედავად იმისა, რომ ყველაფრის ექსპერტი ვერ ვიქნები, ყოველ შემთხვევაში, ყველანაირი პროცესის შესახებ მაინც უნდა მსმენოდა.	
Georgian	ყველაფრის ექსპერტი	ყველაფრის ექსპერტი	['97989166380.png', '93926519452.png', '36621236383.png', '22851393226.png', '67321905224.png']	რა თქმა უნდა, შეუძლებელია, გახდე ყველაფრის ექსპერტი, მაგრამ შესაძლებელია, ამოირჩიო კონკრეტული სფერო, რომელიც კარგად გეცოდინება.	
Georgian	ყველაფრის ექსპერტი	ყველაფრის ექსპერტი	['97989166380.png', '93926519452.png', '36621236383.png', '22851393226.png', '67321905224.png']	ყველაფრის ექსპერტი კი დისკრიმინაციაზე ალაპარაკდა.	
Georgian	ყველაფრის ექსპერტი	ყველაფრის ექსპერტი	['97989166380.png', '93926519452.png', '36621236383.png', '22851393226.png', '67321905224.png']	„ყველაფრის ექსპერტი”, „ვითომექსპერტი”, „გვეშველება რამე?” – აი, მასთან დაკავშირებული პირველი ასოციაციები.	
Georgian	მეწველი ძროხა	მეწველი ძროხა	['30548963845.png', '38676842703.png', '56667961563.png', '10420676866.png', '54053954184.png']	მან ერთ დღეში სამი მეწველი ძროხა დაკარგა.	
Georgian	მეწველი ძროხა	მეწველი ძროხა	['30548963845.png', '38676842703.png', '56667961563.png', '10420676866.png', '54053954184.png']	რადგან გაჭირვებული უნდა ყოფილიყო ჩვენი ჩვენებური კაცი, ორი თუ არა მეტი, ერთი მეწველი ძროხა მაინც დაუდიოდა ეზოში.	
Georgian	მეწველი ძროხა	მეწველი ძროხა	['30548963845.png', '38676842703.png', '56667961563.png', '10420676866.png', '54053954184.png']	სახელმწიფო არ არის მეწველი ძროხა.	
Georgian	მეწველი ძროხა	მეწველი ძროხა	['30548963845.png', '38676842703.png', '56667961563.png', '10420676866.png', '54053954184.png']	ხალხი ჰგონიათ მეწველი ძროხა, რომელიც არჩევნების დროს ახსენდებათ, მერე გაშრა ეს ძროხა თუ მოკვდა, არავინ კითხულობს” – გორდელაძე.	
Greek	διπλό χτύπημα	διπλό χτύπημα	['93535607972.png', '44922432138.png', '56474215371.png', '62762622548.png', '26222331782.png']	Έτσι η Γερμανία κατάφερε ένα διπλό χτύπημα , αξιοποιώντας τις φτωχές χώρες της Ευρώπης για να πλουτίσει τόσο από τα δάνεια όσο και από τις εξαγωγές των προϊόντων της.	
Greek	διπλό χτύπημα	διπλό χτύπημα	['93535607972.png', '44922432138.png', '56474215371.png', '62762622548.png', '26222331782.png']	Διπλό χτύπημα Με τη Ρωσία να εξάγει κυρίως ενέργεια, οι γερμανικές βιομηχανίες θα δεχθούν διπλό χτύπημα σε περίπτωση διατάραξης των εμπορικών σχέσεων.	
Greek	διπλό χτύπημα	διπλό χτύπημα	['93535607972.png', '44922432138.png', '56474215371.png', '62762622548.png', '26222331782.png']	Ο πυγμάχος κατάφερε ένα διπλό χτύπημα στον αντίπαλό του μέσα σε λίγα δευτερόλεπτα.	
Greek	διπλό χτύπημα	διπλό χτύπημα	['93535607972.png', '44922432138.png', '56474215371.png', '62762622548.png', '26222331782.png']	Το τύμπανο αντήχησε δυνατά όταν ο μουσικός έδωσε ένα γρήγορο διπλό χτύπημα με τις μπαγκέτες.	
Greek	αγορά ταύρος	αγορά ταύρος	['54856590905.png', '93212429156.png', '88841454427.png', '12010262333.png', '16316341839.png']	Αναμένουμε ότι η αγορά ταύρων θα συνεχιστεί το 2014, με βασική κινητήρια δύναμη να είναι η διψήφια αύξηση της κερδοφορίας των εταιρειών.	
Greek	αγορά ταύρος	αγορά ταύρος	['54856590905.png', '93212429156.png', '88841454427.png', '12010262333.png', '16316341839.png']	Η αγορά ταύρων αναμένεται να ενισχύσει τη μονάδα αναπαραγωγής.	
Greek	αγορά ταύρος	αγορά ταύρος	['54856590905.png', '93212429156.png', '88841454427.png', '12010262333.png', '16316341839.png']	Κατά την άποψή μου, ο χρυσός είναι ακόμα σε μια σούπερ αγορά ταύρων, δήλωσε ο Alan Newman, ο οποίος έχει βγάλει χρήματα για τους πελάτες του για πολύ καιρό με τη σύσταση του μετάλλου.	
Greek	αγορά ταύρος	αγορά ταύρος	['54856590905.png', '93212429156.png', '88841454427.png', '12010262333.png', '16316341839.png']	Πριν από κάθε αγορά ταύρου, ο κτηνίατρος έκανε λεπτομερή έλεγχο της υγείας του ζώου.	
Greek	καυτή πατάτα	καυτή πατάτα	['79723562738.png', '81506696303.png', '95375952288.png', '68989363013.png', '57593686545.png']	"Όπως είναι η χαρακτηριστική σβωλώδης ομιλία (όπως χαρακτηριστικά λέγεται ""φωνή ζεστής πατάτας"" σας να υπάρχει μια καυτή πατάτα στο στόμα του ασθενή."	
Greek	καυτή πατάτα	καυτή πατάτα	['79723562738.png', '81506696303.png', '95375952288.png', '68989363013.png', '57593686545.png']	Εδώ μόλις είδαν τα πολύ σκούρα πετάξανε την καυτή πατάτα να την καθαρίσει άλλος.	
Greek	καυτή πατάτα	καυτή πατάτα	['79723562738.png', '81506696303.png', '95375952288.png', '68989363013.png', '57593686545.png']	Η μαμά μου έβαλε στο πιάτο μια καυτή πατάτα και μου είπε να την φάω αργά για να μην καώ τη γλώσσα μου.	
Greek	καυτή πατάτα	καυτή πατάτα	['79723562738.png', '81506696303.png', '95375952288.png', '68989363013.png', '57593686545.png']	Τα πράγματα τότε ήταν καλύτερα , έπρεπε να παρθούν μέτρα, και όχι να περιμένουν το νέο πρόεδρο για να του φορτώσουν την καυτή πατάτα της οικονομίας.	
Greek	μετράω προβατάκια	μετράω προβατάκια	['85297074855.png', '89713986141.png', '57424610911.png', '43606019188.png', '11567871443.png']	Η μαμά όμως της λέει να κλείσει τα ματάκια της και να μετρήσει προβατάκια !	
Greek	μετράω προβατάκια	μετράω προβατάκια	['85297074855.png', '89713986141.png', '57424610911.png', '43606019188.png', '11567871443.png']	Κάθε βράδυ στο αγρόκτημα, πριν τα ταΐσω, κάθομαι στην αυλή και μετράω προβατάκια για να βεβαιωθώ ότι κανένα δεν λείπει.	
Greek	μετράω προβατάκια	μετράω προβατάκια	['85297074855.png', '89713986141.png', '57424610911.png', '43606019188.png', '11567871443.png']	Ο ποδηλάτης μπορεί να μετρήσει όπως μετράμε προβατάκια για να μας πάρει ο ύπνος.	
Greek	μετράω προβατάκια	μετράω προβατάκια	['85297074855.png', '89713986141.png', '57424610911.png', '43606019188.png', '11567871443.png']	Τσοπάνηδες μετρούν προβατάκια , μικρομαγαζάτορες μετρούν χρέη, εργαζόμενοι μετρούν απώλειες, Έλληνες ταγοί μετρούν επικυρίαρχους.	
Greek	τη μύτη ψηλά	τη μύτη ψηλά	['72476371104.png', '16026418959.png', '69438013870.png', '59531049326.png', '29839254084.png']	Δεν σήκωσα τη μύτη ψηλά , δεν καβάλησα το καλάμι! Ούτε μπλέχτηκα σε σκάνδαλα και κουτσομπολιά. Είμαι 50 ολόκληρα χρόνια με την ίδια γυναίκα!	
Greek	τη μύτη ψηλά	τη μύτη ψηλά	['72476371104.png', '16026418959.png', '69438013870.png', '59531049326.png', '29839254084.png']	Η γάτα σήκωσε το κεφάλι της με τη μύτη ψηλά, μυρίζοντας τον αέρα από το ανοιχτό παράθυρο.	
Greek	τη μύτη ψηλά	τη μύτη ψηλά	['72476371104.png', '16026418959.png', '69438013870.png', '59531049326.png', '29839254084.png']	Πολλές προσπάθησαν να τη μιμηθούν, αλλά καμιά δεν τα κατάφερε. Γι' αυτό έχει γεμίσει ο τόπος χαζογκόμενες με τουπέ και τη μύτη ψηλά .	
Greek	τη μύτη ψηλά	τη μύτη ψηλά	['72476371104.png', '16026418959.png', '69438013870.png', '59531049326.png', '29839254084.png']	Το σκυλί περπατούσε με τη μύτη ψηλά, προσπαθώντας να εντοπίσει την πηγή της μυρωδιάς.	
Greek	μάτι της γάτας 2	μάτι της γάτας 2	['81849036481.png', '87623327571.png', '53505694492.png', '68302337596.png', '20265921264.png']		
Greek	ρίχνω λάδι στη φωτιά	ρίχνω λάδι στη φωτιά	['37423331690.png', '95842921170.png', '42592177133.png', '24054754503.png', '89458330720.png']	Θα βοηθούσε αν σταματούσατε να ρίχνετε λάδι στη φωτιά δημοσιεύοντας ΑΚΡΙΤΑ τις ανοησίες και τα ψέμματα του Ευρυβιάδη.	
Greek	ρίχνω λάδι στη φωτιά	ρίχνω λάδι στη φωτιά	['37423331690.png', '95842921170.png', '42592177133.png', '24054754503.png', '89458330720.png']	Κάποια από αυτά είναι ιδιαίτερα επίπονα, όπως το πάγωμα των συντάξεων το 2011, αλλά δεν είναι παράλογα ή άδικα. Τα συνδικάτα δεν πρέπει να ρίξουν λάδι στη φωτιά με διαδηλώσεις ή απεργίες.	
Greek	ρίχνω λάδι στη φωτιά	ρίχνω λάδι στη φωτιά	['37423331690.png', '95842921170.png', '42592177133.png', '24054754503.png', '89458330720.png']	Καθώς δούλευαν στο εργαστήριο μετάλλων, ένα δοχείο με λιπαντικό αναποδογύρισε και το λάδι έπεσε στη φωτιά του καμινιού, κάνοντάς την να φουντώσει απότομα.	
Greek	ρίχνω λάδι στη φωτιά	ρίχνω λάδι στη φωτιά	['37423331690.png', '95842921170.png', '42592177133.png', '24054754503.png', '89458330720.png']	Ο μάγειρας απρόσεκτα έριξε λάδι στη φωτιά, με αποτέλεσμα να πεταχτούν ψηλές φλόγες από το τηγάνι.	
Greek	την έβαψα	την έβαψα	['43089191728.png', '12098527736.png', '37234863533.png', '76306640905.png', '55615550401.png']	Όταν έχασα την αδερφή μου πήγα μέσα στο νεκροτομείο και την έντυσα με μια μπλούζα και μια φούστα που της άρεσε και την έβαψα.	
Greek	την έβαψα	την έβαψα	['43089191728.png', '12098527736.png', '37234863533.png', '76306640905.png', '55615550401.png']	Η χαμηλή ντουλάπα που χρησιμοποιούσα ως λινοθήκη στην αποθήκη, βρήκε τη θέση της στο δωμάτιο της Φεγγαρένιας, αφού πρώτα την  έβαψα κι έντυσα το εσωτερικό της με ταπετσαρία.	
Greek	την έβαψα	την έβαψα	['43089191728.png', '12098527736.png', '37234863533.png', '76306640905.png', '55615550401.png']	"Κι όταν με βούτηξε ένας όταν βγήκαμε έξω, λέω ""αμάν, την έβαψα ""."	
Greek	την έβαψα	την έβαψα	['43089191728.png', '12098527736.png', '37234863533.png', '76306640905.png', '55615550401.png']	Μόνο να μην με βάλουνε στην πρώτη σειρά, γιατί την έβαψα.	
Greek	αλυσιδωτή αντίδραση	αλυσιδωτή αντίδραση	['86659658541.png', '51753426306.png', '59934605246.png', '84798820808.png', '31150344646.png']	Ας υποθέσουμε επίσης ότι το κράτος μας γνωρίζει την αλυσιδωτή αντίδραση υπερφορολόγηση-μείωση κατανάλωσης-έλλειμμα εσόδων, αλλά δεν έχει άλλη επιλογή.	
Greek	αλυσιδωτή αντίδραση	αλυσιδωτή αντίδραση	['86659658541.png', '51753426306.png', '59934605246.png', '84798820808.png', '31150344646.png']	Η αλυσιδωτή αντίδραση μπορεί να είναι ελεγχόμενη όπως σε ένα πυρηνικό αντιδραστήρα ή να αποκτήσει εκρηκτικό χαρακτήρα.	
Greek	αλυσιδωτή αντίδραση	αλυσιδωτή αντίδραση	['86659658541.png', '51753426306.png', '59934605246.png', '84798820808.png', '31150344646.png']	Η απεργία επ' αόριστον των ανθρακωρύχων λόγω της μείωσης του επιδόματος κατά 63%, έχει πυροδοτήσει μια αλυσιδωτή αντίδραση , όχι λόγω της ίδιας της απεργίας, όσο της πρακτικής των απεργών.	
Greek	αλυσιδωτή αντίδραση	αλυσιδωτή αντίδραση	['86659658541.png', '51753426306.png', '59934605246.png', '84798820808.png', '31150344646.png']	Καταστρέφοντας αυτές τις ελεύθερες ρίζες, τα αντιοξειδωτικά όχι μόνο σταματούν την αλυσιδωτή αντίδραση των ελεύθερων ριζών, αλλά και επιδιορθώνουν τα κατεστραμμένα κύτταρα.	
Greek	συνήγορος του διαβόλου	συνήγορος του διαβόλου	['32129087889.png', '96110446451.png', '77105301430.png', '58649476489.png', '52996235084.png']		
Greek	νέο αίμα	νέο αίμα	['50304171554.png', '10252137948.png', '69683935273.png', '21481936152.png', '91294889397.png']	Ακόμα και αν κουραστούν οι παλιοί, θα έρθει νέο αίμα.	
Greek	νέο αίμα	νέο αίμα	['50304171554.png', '10252137948.png', '69683935273.png', '21481936152.png', '91294889397.png']	Επιτέλους νέο αίμα στην ελληνική τηλεόραση.	
Greek	νέο αίμα	νέο αίμα	['50304171554.png', '10252137948.png', '69683935273.png', '21481936152.png', '91294889397.png']	Καθαρίζει το αίμα, δημιουργεί νέο αίμα και προάγει τη κυκλοφορία.	
Greek	νέο αίμα	νέο αίμα	['50304171554.png', '10252137948.png', '69683935273.png', '21481936152.png', '91294889397.png']	Το νέο αίμα που πλημμυρίζει τη περιοχή έχει σκοπό να διώξει τα νεκρά κύτταρα και να επουλώσει τον τραυματισμένο ιστό.	
Greek	ψάρι έξω από το νερό	ψάρι έξω από το νερό	['53194886325.png', '76696763289.png', '64365224513.png', '88320218338.png', '48925001427.png']	"Ακόμα και αυτά που θεωρούνται δεδομένα, όπως ""το ψάρι έξω από το νερό δεν ζει"" είναι σχετικό."	
Greek	ψάρι έξω από το νερό	ψάρι έξω από το νερό	['53194886325.png', '76696763289.png', '64365224513.png', '88320218338.png', '48925001427.png']	Ζω σαν το ψάρι έξω από το νερό όταν δεν προσεύχομαι.	
Greek	ψάρι έξω από το νερό	ψάρι έξω από το νερό	['53194886325.png', '76696763289.png', '64365224513.png', '88320218338.png', '48925001427.png']	Κι οι δυό είχαν καλά τραγούδια, αλλά μου φαίνονταν σα ψάρια έξω από το νερό (εκτός αν με προκαταλάμβανε η νοσταλγία).	
Greek	ψάρι έξω από το νερό	ψάρι έξω από το νερό	['53194886325.png', '76696763289.png', '64365224513.png', '88320218338.png', '48925001427.png']	Τα ψάρια έξω από το νερό δεν αντέχουν παρά μόνο μερικά λεπτά, ενώ και τα πουλιά δεν ζουν χωρίς νερό.	
Greek	πισώπλατη μαχαιριά	πισώπλατη μαχαιριά	['92160823957.png', '94572229791.png', '98132393081.png', '47106438203.png', '53558723059.png']	Γι' αυτόν ακριβώς το λόγο φωτογραφίζει την πλάτη του ιεράρχη!Πισώπλατη μαχαιριά δηλαδή.Αυτή είναι η συμπεριφορά του άγνωστου ανεπάγγελτου και αργόσχολου ματάκια, που τρυπώνει αθόρυβα στην Αρχιεπισκοπή Αθηνών.	
Greek	πισώπλατη μαχαιριά	πισώπλατη μαχαιριά	['92160823957.png', '94572229791.png', '98132393081.png', '47106438203.png', '53558723059.png']	Η ηλικιωμένη βρέθηκε νεκρή στο σπίτι της, φέροντας πισώπλατη μαχαιριά, ενώ το σπίτι ήταν γεμάτο πατημασιές με αίμα.	
Greek	πισώπλατη μαχαιριά	πισώπλατη μαχαιριά	['92160823957.png', '94572229791.png', '98132393081.png', '47106438203.png', '53558723059.png']	Με πισώπλατη μαχαιριά η Ρωσίδα σκότωσε τον 68χρονο σύζυγό της	
Greek	πισώπλατη μαχαιριά	πισώπλατη μαχαιριά	['92160823957.png', '94572229791.png', '98132393081.png', '47106438203.png', '53558723059.png']	Χριστούγεννα 1942: Η πισώπλατη μαχαιριά της Τουρκίας του Λεωνίδα Κουμάκη.Όποιος δεν θυμάται το παρελθόν του, είναι καταδικασμένος να το ξαναζήσει.	
Greek	χρυσή καρδιά	χρυσή καρδιά	['45728965092.png', '65550500296.png', '67925295821.png', '91878865871.png', '49065580304.png']	Ένα παιδί με χρυσή καρδιά και σπάνια ψυχικά χαρίσματα, μα κι ένα βαθιά φιλοσοφημένο άτομο.	
