language	nc	image	caption
Slovak	chlieb každodenný	89512451268.png	The image features a cartoon-style illustration of a calendar with a large, orange, sesame seed bun on top. The calendar has a grid of squares, each representing a day, with dates ranging from the 1st to the 28th. The bun is placed on the top left corner of the calendar, and there are two small, orange sesame seeds on the calendar, one on the 22nd and one on the 28th. The calendar is set against a plain white background.
Slovak	chlieb každodenný	86090891330.png	The image is a digital illustration featuring two animated characters. On the left is a female character with short brown hair, wearing a black blazer over an orange top, black pants, and black high heels. She is smiling and holding a small trophy with a golden base and a golden trophy head. On the right is a male character wearing a hard hat, a black suit jacket, a yellow shirt, and black pants. He is also smiling and holding the same trophy with both hands. The background is plain white. There is no visible text in the image. The style of the illustration is cartoonish and friendly, with a focus on the characters' expressions and the trophy they are sharing.
Slovak	odrazové zariadenie	11292400630.png	The image depicts a 3D rendering of a street scene. There are two buildings on either side of the street, both with a similar architectural style, featuring flat roofs and large windows. The buildings are rendered in a warm, earthy color palette, with the left building in a lighter shade and the right building in a darker shade.  The street itself is a two-lane road with a yellow center line. The road is flanked by a sidewalk on the left side, which is not detailed in the image. The street appears to be empty, with no visible vehicles or pedestrians.  The sky is a plain white, suggesting a clear day with no clouds. There are no visible texts or distinguishing marks that provide additional context or information about the location or the image itself. The style of the image is realistic with a focus on clean lines and a lack of texture, which is typical for 3D renderings.
Slovak	odrazové zariadenie	94802553482.png	The image features a stylized depiction of an orange traffic cone with a white stripe running down its center. On the white stripe, there is a small graphic of a red flag with a black outline and a yellow border. The cone is placed on a black surface that has a slight shadow beneath it, suggesting a light source from above. The background is plain white, emphasizing the cone as the central object in the image. There is no visible text in the image. The style of the image is graphic and appears to be a digital illustration.
Slovak	odrazové zariadenie	65226811289.png	The image depicts a nighttime scene of a road with a series of streetlights lining the sides. The road appears to be a highway or a major road, as indicated by the presence of a center divider. The streetlights are illuminated, casting a warm glow on the road surface. There are no visible texts or distinctive markings on the road. The background is dark, emphasizing the lights and the road itself. The image is a digital rendering or illustration, not a photograph.
Slovak	odrazové zariadenie	76543151969.png	The image features a stylized, cartoon-like illustration of a mechanical device with a wooden base. The device has a large orange wheel on the left side and a smaller orange wheel on the right. In the center, there is a black gear with a silver hub and a series of smaller gears attached to it. The gears are connected by a black rod with a silver joint. The background is a solid gray, and there are small white bubbles floating around the device, suggesting motion or activity. The overall style is reminiscent of a steampunk aesthetic, combining elements of machinery with organic materials like wood and metal.
Slovak	odrazové zariadenie	63438704025.png	The image shows a stylized illustration of a tennis racket with a unique design. The racket has an orange frame with a black handle and a black base. The base appears to be a mechanical or electronic device with a clear, yellowish substance inside, possibly a ball or a component. There are no visible texts or brands in the image. The racket is positioned upright, with the head pointing upwards and the handle pointing downwards. The style of the image is cartoonish and simplistic, with a focus on the racket and its unusual features.
Slovak	o vlások	27686038958.png	The image shows a single, long strand of hair with a vibrant orange color. The hair appears to be flowing or waving, with the strand curving and twisting as it extends from a point at the top of the image. The background is a plain, light color, providing a stark contrast to the hair. There is no visible text or other objects in the image. The style of the image is a simple, clean graphic with a focus on the hair strand.
Slovak	o vlások	38197371243.png	The image is a cartoon illustration. It features a young man with brown hair, wearing an orange shirt and dark pants, standing on a ledge. He is holding a smartphone in his right hand, which is raised to his face as if he is using it. Above the man, there is a large, black object that appears to be a television or monitor, which is falling towards him. The object is shattering into pieces as it falls, with fragments flying around it. The background is a simple, light-colored wall with a brick texture. There is no visible text in the image. The style of the image is playful and exaggerated, typical of cartoon illustrations.
Slovak	o vlások	76472746550.png	The image depicts two stylized figures, likely representing women, dressed in traditional South Asian attire. The figure on the left is wearing a white saree with gold borders and a red and white floral headpiece. The figure on the right is dressed in an orange saree with gold borders and a matching orange headpiece adorned with gold jewelry. Both figures are wearing makeup, including eye makeup and lipstick, and are accessorized with jewelry such as earrings and a nose ring. They are holding each other's hands, and their faces are close together, suggesting a moment of affection or celebration. The background is plain white, emphasizing the subjects. There is no visible text in the image.
Slovak	o vlások	85553126946.png	The image features a stylized cartoon of a young girl with long, flowing red hair. She is wearing an orange dress and brown shoes. The girl is holding a large ruler with a yellow background and black numbers, which is positioned horizontally across her body. The ruler's length is indicated by the numbers ""1310211519510"" along its length. The girl is standing against a plain white background.
Slovak	o vlások	71372777410.png	The image depicts an animated character, a young girl with long dark hair, wearing an orange top and black shorts. She is in mid-air, swinging on a rope hammock. The hammock is made of a brown rope and has a net-like structure beneath it. The girl is smiling and appears to be enjoying the swing. Surrounding her are several orange butterflies. The background is a light blue sky with a few clouds. The overall style of the image is cartoonish and whimsical.
Slovak	diablov advokát	33355628202.png	The image is a digital illustration featuring two animated characters. On the left is a female character with brown hair, wearing a bright orange blazer over a white shirt, black pants, and black high heels. She is smiling and gesturing with her hands. On the right is a male character with brown hair, wearing a dark suit with a yellow tie, and black shoes. He is also smiling and holding a black microphone in his right hand. Both characters are seated on black chairs with wheels, and they appear to be engaged in a conversation or interview. The background is plain white, emphasizing the characters. There is no visible text in the image.
Slovak	diablov advokát	88418562573.png	The image features a stylized, animated character of a woman. She has short brown hair tied in a ponytail, with a side parting. The character is smiling and has rosy cheeks. She is wearing a white short-sleeved shirt with a black collar and a small orange logo on the left side of the chest. The shirt has black trim around the neckline and the sleeves. She is also wearing black pants with an orange stripe running down the side. The pants have a black belt with a silver buckle. The character is standing with her hands on her hips, and her feet are slightly apart. The background is plain white, emphasizing the character. There is no visible text in the image.
Slovak	diablov advokát	43131829743.png	The image is a stylized illustration featuring three animated characters. On the left, there is a male character with black hair, wearing a black and white striped shirt and black pants, standing with his right hand extended towards a female character. The female character, in the center, is seated at a desk with a laptop and a cup of coffee. She has black hair, is wearing a black dress, and is smiling. To her right, there is another female character seated on a chair, also smiling and looking towards the male character. The setting appears to be an office environment, with a desk and a chair visible. There is no visible text in the image.
Slovak	diablov advokát	48947709441.png	The image depicts four animated female characters standing side by side. They are all wearing orange tops and black pants. The character on the far left is holding a brown cardboard sign with the word ""SALE"" written on it. The character in the center is also holding a similar sign. The character on the far right is holding a brown cardboard sign with the word ""OPEN"" written on it. The character in the middle is smiling and looking at the other two characters. The background is plain white.
Slovak	diablov advokát	63096681840.png	The image is a digital illustration featuring three animated characters in a professional setting. On the left, there is a red demon-like creature with horns, a tail, and a menacing expression. In the center, there is a blonde woman with a surprised or shocked expression, wearing a suit and sitting at a desk. On the right, there is a man with short dark hair, wearing a suit and tie, and gesturing with his hands. The characters are depicted in a cartoon style, and the background is minimal, with a plain white wall. There is no visible text in the image.
Slovak	špinavé peniaze	55437133134.png	The image features a cartoon character of a man dressed in a suit and top hat, holding a cigar in his mouth. He is smiling and appears to be in a relaxed or joyful state. The man is also holding a stack of money in his right hand, which is raised as if he is presenting or offering it. The background is plain and does not provide any additional context or details. The image is stylized with a limited color palette and has a clean, graphic quality.
Slovak	špinavé peniaze	36647866477.png	The image features a cartoon character dressed in a striped prison uniform, complete with a mask and goggles. The character is holding a large brown bag with a dollar sign on it, and is also holding two stacks of money, one in each hand. The character is smiling and appears to be walking. The background is a plain, dark color.
Slovak	špinavé peniaze	68803866871.png	The image shows a spray bottle with a black trigger and an orange nozzle. The bottle has a transparent body with a yellowish tint, and it appears to be made of plastic. The background is plain white, emphasizing the bottle. There is no visible text in the image. The bottle is positioned upright, and the nozzle is extended upwards. The style of the image is a digital illustration with a three-dimensional appearance.
Slovak	špinavé peniaze	52499868511.png	The image shows a stack of folded bills, with the topmost bill being an orange 20-dollar bill. The bills are of various denominations, including 10-dollar bills, and are placed inside a brown leather wallet. The wallet has a visible stitch pattern and a metal button closure. The background is plain white, emphasizing the wallet and the money.
Slovak	špinavé peniaze	28870896070.png	The image shows a United States one-dollar bill with a portrait of George Washington on the front. The bill is partially obscured by a dark, brownish substance that appears to be a liquid or paste, which is splattered across the bill. The splatters are irregular in shape and size, and they are concentrated towards the bottom right corner of the bill. The bill itself is slightly curled at the edges, and the background is a plain, light color that contrasts with the dark substance. There is no visible text on the bill or in the image. The style of the image is realistic with a focus on the contrast between the bill and the dark substance.
Slovak	skúška ohňom	31296238394.png	The image depicts a group of seven stylized cartoon characters seated around a round table. They are dressed in business attire, with the men wearing suits and the woman in a dress. The characters are engaged in a discussion, with some looking at each other and others at a large, fiery explosion that is occurring behind them. The explosion is composed of numerous orange circles, suggesting a chaotic or dramatic event. The background is plain white, which contrasts with the characters and the explosion. There is no visible text in the image. The style of the image is illustrative and appears to be designed for a humorous or satirical purpose, possibly commenting on a business meeting in the midst of a crisis or unexpected event.
Slovak	skúška ohňom	67323339799.png	The image shows a stylized illustration of a glass pitcher with a handle on the right side. The pitcher has a wide, rounded body with a narrower neck and a flared opening at the top. It is filled with a liquid that appears to be water, as indicated by the small bubbles visible on the surface. The pitcher has a solid orange handle and a matching orange rim at the top. The background is plain and does not provide any additional context or information. There is no visible text in the image. The style of the illustration is simple and cartoonish, with a focus on the pitcher and its contents.
Slovak	skúška ohňom	17855670445.png	The image depicts an animated character, a young girl with brown hair, wearing a white lab coat and black pants. She is standing next to a large, orange and white microscope with a magnifying glass on top. The girl is holding the microscope's eyepiece with her right hand, and her eyes are focused on the eyepiece. The microscope has a black base and a silver arm with a black handle. There is a small, orange light on the side of the microscope. The background is plain white, emphasizing the subject. There is no visible text in the image.
Slovak	skúška ohňom	85276946905.png	The image features a cartoon illustration of a man with a beard and glasses, wearing a white lab coat and brown pants. He is holding a test tube with a flame at the end, suggesting he is conducting an experiment. The flame is orange and appears to be igniting a small amount of liquid in the test tube. The man is smiling and seems to be in a good mood. There is no visible text in the image. The style of the image is flat with a limited color palette, typical of modern digital illustrations.
Slovak	skúška ohňom	59715152700.png	The image is a stylized illustration depicting three animated characters in a professional setting. On the left, there is a man in a dark suit sitting at a desk, holding a pen and looking at a piece of paper. In the center, there is a woman with short hair, wearing a red blazer and a white shirt, gesturing with her hands while speaking. To the right, there is another woman with short hair, wearing a black suit and an orange blouse, with her mouth open as if she is speaking or listening attentively. The characters are drawn in a cartoon style with exaggerated features. There is no visible text in the image. The setting appears to be an office environment, with a desk and a chair visible.
Slovak	vyššia moc	95538093206.png	The image depicts an animated scene with a young girl standing next to a damaged car. The car is tilted to one side, with its front end crumpled and the hood visibly dented. The girl is wearing a dress with a polka dot pattern and has her hands on her hips. She is looking towards the car with a concerned expression. Above the car, there is a sign with the word ""COPP"" written on it. The sign is attached to a pole that has been knocked over, with the pole lying on the ground behind the car. The background is plain and does not provide any additional context. The style of the image is cartoonish, with a limited color palette and a clean, digital rendering quality.
Slovak	vyššia moc	57443209912.png	The image depicts an animated scene where a large tree has fallen onto a car, causing significant damage. The car is a dark sedan with its hood and roof crumpled, and the tree branches are scattered around it. A person, dressed in an orange top and black skirt, is standing to the right of the car, with their arms raised as if in shock or disbelief. The background is minimal, featuring a white sky and a building with a rectangular shape and a darker roof. The overall style of the image is cartoonish with a limited color palette.
Slovak	vyššia moc	73948008562.png	The image features a stylized, animated male character. He has a beard and mustache, and is wearing black shorts with orange trim. His right hand is raised in a wave or greeting gesture. The character is standing on a flat surface, and his feet are adorned with black sandals. The background is plain and does not provide any additional context or details. There is no visible text in the image.
Slovak	vyššia moc	87563392345.png	The image features a stylized, cartoon-like representation of a vintage-style boombox. The boombox is predominantly orange with a brown top and a white front panel. It has two large, circular speakers on either side of the front panel, with a smaller, rectangular speaker above the main panel. The front panel includes a display with a digital readout and two knobs, one on each side. The boombox is depicted with a handle on top and a power button on the right side. The background is plain white, emphasizing the object. There is no visible text in the image.
Slovak	vyššia moc	54425768013.png	The image features an animated illustration of the Hulk, a muscular green superhero, in a dynamic pose. He is depicted with a fierce expression, clenching his fists and appearing to be in the midst of an action. The Hulk is standing on a car, which is shown from a side perspective. The car is a white sports car with orange accents, and it has a visible license plate. The Hulk's right hand is on the car's roof, while his left hand is on the ground, suggesting a powerful stance. The background is plain white, emphasizing the action figure and the car. There is no visible text in the image.
Slovak	stará vec	36039744975.png	The image depicts a vintage car with a rusted exterior, parked on a grassy area. The car is predominantly orange with black and white accents. It has a classic design with a prominent front grille and round headlights. The hood is open, revealing the engine compartment. The car's body shows signs of rust and wear, with some parts missing, such as the front fender. There is a small amount of greenery growing on the car, suggesting it has been stationary for some time. The background is a simple, out-of-focus representation of a natural setting with trees and grass. There is no visible text in the image.
Slovak	stará vec	51859246502.png	The image depicts two animated characters sitting on a wooden bench. The character on the left is wearing a red shirt and blue jeans, while the character on the right is wearing a white shirt and black pants. Both characters have short hair and are facing each other. Behind them is a tree with orange leaves, and the ground is covered with fallen leaves. The background is a plain white, and there are small green plants near the bench. There is no visible text in the image. The style of the image is illustrative and appears to be designed for a digital medium.
Slovak	stará vec	90425532641.png	The image depicts a man standing in front of a framed picture. The picture within the frame shows a silhouette of a couple holding hands, with a tree and autumn leaves in the background. The man is facing the picture, and the background is plain white. The style of the image is illustrative, with a focus on the contrast between the man and the picture. There is no visible text in the image.
Slovak	stará vec	29596624868.png	The image features a stylized, cartoon-like depiction of a vintage phonograph. The phonograph has a large, orange, conical horn that is open, suggesting it is in use. The horn is attached to a wooden base with a small, circular window on the front. On the base, there is a red button and a black knob, which are likely controls for the phonograph. The background is a plain, light gray color, providing a neutral backdrop that highlights the phonograph. There is no visible text in the image. The style of the image is illustrative and appears to be designed for a modern audience, given the clean lines and vibrant colors.
Slovak	stará vec	90086526829.png	The image features a stylized key with a heart-shaped handle. The key has a metallic appearance with a brownish-orange hue, and it is attached to a black ball at the top. The key is depicted in a three-dimensional perspective, with the handle curving upwards and the blade pointing downwards. The background is plain and does not contain any text or additional objects. The style of the image is illustrative and appears to be a digital rendering.
Slovak	hrušky a jablká	49044679007.png	The image shows a ripe orange with a glossy skin, a green leaf attached to its top, and a slice cut from it, revealing the juicy interior. The slice is positioned to the right of the whole fruit, and the two halves are connected by a thin stem. The background is plain white, emphasizing the fruit. There is no visible text in the image.
Slovak	hrušky a jablká	92644318958.png	The image shows two cartoon characters. On the left, a character is standing on a rock with a pickaxe in hand, suggesting they are mining or digging. On the right, another character is standing on a stool, holding a light bulb with a smile, indicating a moment of inspiration or discovery. The characters are stylized with exaggerated features typical of cartoon illustrations. There is no visible text in the image.
Slovak	hrušky a jablká	39632187762.png	The image shows a large, clear glass bowl filled with a dessert that resembles a layered parfait. The top layer appears to be a white cream or whipped cream, and beneath it is a layer of dark brown chocolate pudding or mousse. Scattered throughout the layers are whole strawberries and what seem to be chocolate-covered coffee beans. The bowl is placed on a flat surface, and the background is a plain, light color that does not distract from the dessert. There is no visible text in the image. The style of the image is a clean, professional food photograph with a focus on the dessert's presentation and texture.
Slovak	hrušky a jablká	72901669438.png	The image shows a group of six stylized cartoon cats, each with a distinct color and pattern. From left to right, the first cat is white with pink ears, the second is orange with white paws, the third is black with white paws, the fourth is white with brown spots, the fifth is brown with white paws, and the sixth is black with white paws. They are all sitting on a flat surface, looking directly at the viewer with a friendly expression. The cats are arranged in a straight line, and there is no visible text in the image. The style of the image is cartoonish and colorful, with a clean and simple background that does not distract from the subjects.
Slovak	hrušky a jablká	59296867233.png	The image features a collection of stylized, cartoon-like fruits against a dark gray background. There are four apples and one pear. The apples are in shades of red and orange, with the red apple in the center being the largest. The pear is smaller and positioned to the right of the apples. Each fruit has a glossy texture and is adorned with a green leaf on top. The apples and pear are arranged in a way that suggests they are placed on a surface, possibly a table or a counter. There is no visible text in the image.
Slovak	kritizovať z pohodlia domova	63965375979.png	The image is a digital illustration featuring a man sitting on a couch with his arms outstretched and his mouth open in a yell. He is wearing a white shirt, dark pants, and black shoes. Above him, there are two smaller illustrations. The top one shows a man in a suit with his mouth open in a yell, and the bottom one shows a man in a suit sitting at a desk with his hands on a keyboard. The background is plain white. There is no visible text in the image. The style of the illustration is cartoonish with exaggerated facial expressions and a limited color palette.
Slovak	kritizovať z pohodlia domova	20610703622.png	The image depicts a stylized, cartoon-like illustration of a small house with a thatched roof. The house is predominantly white with orange accents, including the roof and the window frames. There is a wooden door with a window above it. The house is surrounded by a variety of plants and flowers, with a prominent orange flower bush in front of the house. A wooden fence runs along the front of the property, and there are additional orange flowers scattered throughout the scene. The sky is a muted gray, and the overall style is whimsical and colorful.
Slovak	kritizovať z pohodlia domova	83444792490.png	The image depicts a stylized, cartoon-like illustration of a house. The house is predominantly orange with a black roof and a gray chimney. A window with white curtains is visible on the second floor, through which a character with black hair and a frowning expression is peering out. The character is wearing a yellow shirt with a pattern.  In front of the house, there is a small garden with various plants, including cacti. A wooden bench is placed to the left of the house, and a wooden fence runs along the front of the property. The house has a black front door with a gold handle. The overall style of the image is reminiscent of a digital painting with a three-dimensional quality.
Slovak	kritizovať z pohodlia domova	68552155996.png	The image depicts two animated characters, both men, seated at a round table. The character on the left has a large nose, a mustache, and is wearing an orange jacket and a white shirt. The character on the right has a smaller nose, a beard, and is dressed in a black suit with a red tie. Both characters are gesturing with their hands, and the one on the right appears to be speaking. The background is a plain, light gray color. There is no visible text in the image.
Slovak	kritizovať z pohodlia domova	23677882262.png	The image depicts a stylized, cartoon-like illustration of a man sitting in a chair. He is wearing glasses and a yellow shirt, and appears to be reading a document or a book. The man is holding a cup in his hand. Behind him, there is a fireplace with a fire burning, and a mantel with various items on it. To the left of the man, there is a small table with a lamp and a few books. The room has a cozy, warm atmosphere, with a brick wall and a round window above the fireplace. The floor is carpeted, and there is a small rug under the man's chair. The overall style of the image is whimsical and inviting.
Slovak	popôrodná depresia	17207857872.png	The image features a stylized, cartoon-like depiction of a sheep. The sheep has a fluffy white coat with a pattern of darker wool, and its face is detailed with pink and yellow markings, giving it a friendly and anthropomorphic appearance. It has large, expressive eyes and a small, contented smile. The sheep is standing on all fours, with its front legs slightly forward, and its tail is curled up. The background is plain and white, which contrasts with the sheep's woolly texture and the soft shading that suggests depth. There is no visible text in the image.
Slovak	popôrodná depresia	81843215624.png	The image depicts an animated scene featuring two characters. On the left, there is an older man with white hair, wearing glasses and a white lab coat, sitting in a brown armchair. He has a contemplative expression and is holding a small orange potted plant on his lap. To the right, there is a younger boy with brown hair, wearing a white shirt and brown pants, sitting in an orange stroller. The boy appears to be crying or upset. The background is a plain, light gray color. There is no visible text in the image. The style of the image is cartoonish and appears to be designed for a younger audience, possibly for a story or a book.
Slovak	popôrodná depresia	55511270260.png	The image depicts an animated scene featuring two characters. On the left, there is a child lying in bed with a distressed expression, crying. The child is wearing an orange shirt and is covered with an orange blanket. On the right, there is an adult male with a beard and mustache, also crying. He is wearing a dark shirt and is seated on the bed. The bed itself has a black frame and is covered with an orange blanket. The background is plain white. There is no visible text in the image. The style of the image is cartoonish, with exaggerated facial expressions to convey emotion.
Slovak	popôrodná depresia	69165929719.png	The image depicts an animated scene with a young girl sitting on a bed. She is wearing an orange dress and appears to be crying. The bed is simple with a metal frame and a single pillow. In the background, there is a silhouette of a person standing, but the details are not clear. The overall color palette is muted, with a dark background that contrasts with the girl's dress. There is no visible text in the image.
Slovak	popôrodná depresia	91630990076.png	The image is a digital illustration featuring two characters. On the left, there is a young girl with dark hair, wearing a yellow dress and lying on an orange chaise lounge. She has a small white dog beside her. On the right, there is an older man with gray hair, wearing glasses and a white lab coat. He is standing and holding a stroller with an orange canopy. The man is looking down at the girl with a slight smile. The background is plain and does not provide any additional context. There is no visible text in the image.
Slovak	banánová republika	21280893038.png	The image depicts a stylized, cartoon-like illustration of a three-story house with a fire truck parked in front. The house has a gray roof and is painted in shades of orange and brown. There are three windows visible on the second floor, and the third floor has a balcony with a railing. On the balcony, there are two firefighters in orange and yellow uniforms, one of whom is holding a hose. The fire truck is orange and white, with a ladder on the side and a hose reel on the front. In front of the house, there is a fire hydrant and a small tree. The firefighters are standing on the ground, and one of them is pointing upwards. There is no visible text in the image.
Slovak	banánová republika	41764916433.png	The image depicts a cartoon of a man standing at a podium. He is dressed in a suit with a tie and appears to be speaking or gesturing. The man has short hair and is wearing a microphone. Behind him is a circular platform with a dark base and a lighter top. On the podium, there is a circular emblem with a design that includes a shield and a star. The background is plain white. There is no visible text in the image.
Slovak	banánová republika	56113360794.png	The image features two animated characters, both dressed in business attire. The character on the left is wearing a gray suit, a red tie, and sunglasses, and is holding a card with a green logo. The character on the right is wearing a black suit with a red and yellow emblem on the chest, a red tie, and sunglasses. Both characters are smiling and appear to be engaged in a friendly exchange, with the character on the right holding out a card with a green logo that matches the one the other character is holding. The background is plain white.
Slovak	banánová republika	87405052025.png	The image features a 3D animated character that resembles a squash with human-like features. The character has a large, round body with a yellowish skin texture, and it is wearing glasses with a black frame and a mustache. It has a large, brown stem on top of its head, which is also adorned with a small, green leaf. The character is dressed in a white shirt with a collar and a brown belt, and it is holding a rolled-up piece of paper in its right hand. The paper appears to have some text on it, but the text is not legible in the image. The character is also wearing a cape that is draped over its left shoulder. The background of the image is plain and white, which contrasts with the character and highlights its details.
Slovak	banánová republika	90739897599.png	The image features a stylized illustration of a dessert dish. At the center is a large scoop of vanilla ice cream with a chocolate sauce drizzled on top. Surrounding the ice cream are several cherries with stems, and interspersed among the cherries are slices of banana. The dish is presented on a plate with a scalloped edge, and the background is plain white. There is no visible text in the image. The style of the illustration is cartoonish and colorful, with a focus on the dessert's visual appeal.
Slovak	tvrdý oriešok	42256342630.png	The image shows a stylized, three-dimensional illustration of a wooden fence with a naturalistic background. The fence is composed of vertical slats and horizontal rails, with a pointed top. A few orange leaves are depicted as if they are falling from a tree, which is not fully visible, and are caught in the fence's structure. The ground is covered with a mix of green and brown grasses, suggesting a natural outdoor setting. There is no visible text in the image. The style of the image is realistic with a touch of artistic stylization, particularly in the way the leaves are integrated into the fence.
Slovak	tvrdý oriešok	93710721298.png	The image features a cartoon character, a young girl, dressed in a construction worker's outfit. She is wearing a hard hat, safety goggles, and a tool belt with various tools. In her hands, she holds a pair of pliers with a nut attached to them. The girl appears to be examining the nut with a focused expression. The background is plain and does not provide any additional context.
Slovak	tvrdý oriešok	19730124261.png	The image depicts a stylized illustration of an orange car with a black tire on the left side. The car is parked on a checkered platform with a black and white pattern. The platform is situated on a gray surface with a few green plants around it. To the right of the car, there is an orange and white traffic cone. The car appears to be in a stationary position, and the overall style of the image is cartoonish with a limited color palette.
Slovak	tvrdý oriešok	73800618031.png	The image depicts a white pickup truck with a muddy appearance, suggesting it has been driving through muddy conditions. The truck is shown from a three-quarter angle, with the front right side more visible than the front left. The mud splatters on the truck's body and the ground around it, indicating recent movement. The truck's tires are partially covered in mud, and the mud is also splattered on the truck's rear bumper and the area around the wheels. The truck's tailgate is visible, and the mud is splattered on it as well. There is no visible text in the image. The style of the image is illustrative, with a focus on realism in the depiction of the mud and the truck's condition.
Slovak	tvrdý oriešok	64721714119.png	The image features a stylized, cartoonish illustration of a mechanical device with a playful, anthropomorphic character on top. The character has a smiling face with rosy cheeks and is wearing a hat. It appears to be made of various mechanical parts, including gears and a spring. The device is predominantly orange and black, with the character's face and hat being a lighter shade of orange. There are no visible texts in the image. The style of the image is reminiscent of a 3D rendering with a flat, two-dimensional appearance.
Slovak	medvedí trh	59378772401.png	The image depicts an animated scene with a man in a suit and a bear in a cage. The man is standing to the right of the cage, extending his left hand towards the bear. He appears to be speaking, as suggested by the open mouth and raised eyebrows. The bear is a large, brown creature with a friendly expression, looking towards the man with its mouth slightly open. The cage is a simple, metal structure with a visible lock on the door. There is no visible text in the image. The style of the image is cartoonish, with a focus on the interaction between the man and the bear.
Slovak	medvedí trh	18063663101.png	The image shows a computer monitor displaying a stock market ticker with various financial figures and percentages. The numbers are in green and red, indicating positive and negative changes in the market. The ticker includes columns with numerical values and percentages, likely representing stock prices and their changes. The monitor is turned on and is displaying a real-time financial update.
Slovak	medvedí trh	24623462566.png	The image is a digital illustration of a cartoon-style male character with brown hair and glasses. He is wearing a white shirt and a black tie, and appears to be in a state of distress or concern. The character is holding a smartphone to his ear, suggesting he is on a call. Behind him is a large screen displaying various financial charts and graphs, including stock prices and graphs, with red and green arrows indicating fluctuations. The overall setting suggests a financial or stock market environment. There is no visible text in the image.
Slovak	medvedí trh	87074297864.png	The image depicts a stylized, cartoon-like illustration of a food stand. The stand has a black roof with orange stripes and a black countertop. On the countertop, there are various food items such as bread, fruits, and possibly some meat or fish. Above the counter, there are three circular displays with different food items, including what appears to be a bowl of soup, a plate of carrots, and a plate of what could be a meat dish.  On the left side of the stand, there are bottles that might contain condiments or beverages. The stand is staffed by two animated characters, one on each side. The character on the left is standing behind the counter, smiling, and appears to be a male with short hair. The character on the right is also standing behind the counter, smiling, and seems to be a female with short hair.  The background is plain white, which contrasts with the colorful food items and the black and orange stand. There is no visible text in the image. The style of the image is reminiscent of a children's book or a graphic design for a children's game or app.
Slovak	medvedí trh	62228721949.png	The image depicts an animated character, a man with a beard and mustache, wearing a wide-brimmed hat and a backpack. He is crouched in a hole in the ground, with dirt and grass around him. The character has a surprised or shocked expression on his face. The style of the image is cartoonish and appears to be a digital illustration.
Slovak	vyspať sa do ružova	58901600949.png	The image depicts a stylized illustration of a woman lying in bed. She has long, dark hair and is wearing a white top with a peach-colored strap. Her eyes are closed, and she has a slight smile on her face. The woman is wearing orange earrings. The background is minimal, with a soft gradient that suggests a light source coming from the top left corner. The overall style is smooth and appears to be a digital artwork.
Slovak	vyspať sa do ružova	31391976961.png	The image shows a stylized, cartoon-like depiction of an orange armchair with a tufted backrest. The chair has a high back and is adorned with a pattern of small, round studs. The seat cushion appears to be a lighter shade of orange, possibly beige, and is textured to resemble a soft fabric. The chair's legs are dark brown and have a curved design, with a small, round detail at the base. The background is plain and white, which contrasts with the chair and highlights its features. There is no visible text in the image.
Slovak	vyspať sa do ružova	51620286539.png	The image depicts an animated character, a young woman, sitting on a bed with a pillow. She is wearing a pink dress with a ruffled skirt and has a small bouquet of flowers on the bedside table next to her. The background is white, and there are pink hearts floating around her head, suggesting a theme of love or affection. The style of the image is cartoonish and whimsical.
Slovak	vyspať sa do ružova	55523489893.png	The image depicts an animated character, a man, who appears to be in a state of rest or sleep. He is lying on a bed with a pink blanket and a pillow. The man is wearing a pink nightgown with a floral pattern and has a large, round nose. His eyes are closed, and his mouth is slightly open, suggesting a relaxed or peaceful expression. The bed has a wooden headboard and footboard, and the man's feet are hanging off the edge of the bed. There is no visible text in the image. The style of the image is cartoonish and colorful, with a soft, rounded aesthetic.
Slovak	vyspať sa do ružova	52450831771.png	The image depicts a stylized, cartoon-like illustration of a man lying down with his eyes closed. He has short, dark hair and a beard. The man is wearing a short-sleeved shirt with a patterned design on the front. His arms are crossed over his chest, and his hands are resting on his stomach. The background is plain and does not provide any additional context or details. There is no visible text in the image.
Slovak	všetko, čo k tomu patrí	55438237762.png	The image depicts a stylized animated family. In the center stands a man with a beard and mustache, wearing traditional Middle Eastern attire, including a white turban, a white robe with gold trim, and a brown and gold robe over it. He is holding a staff in his right hand. To his left is a young girl in an orange dress with a patterned headscarf. To his right is a young boy in a black robe with a white headscarf. Behind the man, there is a young girl in a white dress with a patterned headscarf, and a young boy in a black robe with a white headscarf. The background is plain white. There is no visible text in the image. The style of the image is cartoonish and appears to be designed for a younger audience.
Slovak	všetko, čo k tomu patrí	96785441151.png	The image features two circular objects with a glossy finish, one orange and the other a lighter shade of orange. They are positioned on a white background with a subtle shadow beneath them, suggesting they are elevated. The objects are not overlapping but are close together, creating a sense of balance or symmetry. There is no visible text in the image.
Slovak	všetko, čo k tomu patrí	93686129110.png	The image depicts a stylized, cartoon-like illustration of an orange car with a variety of items on top. The car has a vintage design with round headlights and a prominent grille. On top of the car, there are several suitcases and a toolbox, suggesting that the car is being used for travel or work. To the right of the car, there are two wrenches and a spare tire, indicating that the car is equipped for roadside assistance or repairs. The background is plain white, which contrasts with the colorful car and its accessories. There is no visible text in the image.
